图书ID,书名,作者,出版社,是否借出
1743,Visual C++范例开发大全,陈国建，杨国祥，唐清荣等编著,清华大学出版社,0
1744,Visual C++面向对象编程.第4版,王育坚编著,清华大学出版社,0
1745,C和C++代码精粹,(美) Chuck Allison著,人民邮电出版社,0
1746,Essential C++中文版,(美) Stanley B. Lippman著,电子工业出版社,0
1747,C#课程设计案例精编.第2版,杨恒主编,清华大学出版社,0
1748,全国计算机等级考试考纲·考点·考题透解与模拟:2010版.二级C语言,李胜编著,清华大学出版社,0
1749,全国计算机等级考试二级C语言培训教材,主编郭晓宇,东北大学出版社,0
1750,全国计算机等级考试笔试·上机一本通.二级C语言,全国计算机等级考试命题研究中心，未来教育教学与研究中心编著,人民邮电出版社,0
1751,计算机等级考试考点分析、题解与模拟.二级C++语言,殷建民主编,电子工业出版社,0
1752,Visual C++面向对象与可视化程序设计.第4版,黄维通，解辉编著,高等教育出版社,0
1753,C#程序设计基础入门教程,黑马程序员编著,人民邮电出版社,0
1754,C++从入门到精通,谭玉波主编,人民邮电出版社,0
1755,Visual C++开发实例大全:基础卷,软件开发技术联盟编著,清华大学出版社,0
1756,21天学通Visual C++.第4版,张昆编著,电子工业出版社,0
1757,C++ Primer Plus中文版,(美) Stephen Prata著,人民邮电出版社,0
1758,21天学通C++,(美) Siddhartha Rao著,人民邮电出版社,0
1759,C++ Primer Plus:中文版,(美) 史蒂芬·普拉达著,人民邮电出版社,0
1760,C++ Primer Plus (第6版) 中文版习题解答,(美) 史蒂芬·普拉达著,人民邮电出版社,0
1761,可视化程序设计Visual C++.第2版,杨喜林 ... [等] 主编,北京理工大学出版社,0
1762,Visual C++ 6.0 程序设计学与用教程,龙马工作室编著,机械工业出版社,0
1763,精通MFC,刘晓华等编著,电子工业出版社,0
1764,可视化程序设计Visual C++,杨喜林 ... [等] 主编,北京理工大学出版社,0
1765,C++语言程序设计应试辅导:二级,黄志雄等编著,清华大学出版社,0
1766,C++程序设计习题集和实验指导,闵联营，何克右主编,清华大学出版社,0
1767,C++入门经典,(美) Ivor Horton著,清华大学出版社,0
1768,Visual C++图形用户界面开发指南,李博轩...[等]编著,清华大学出版社,0
1769,Qt C++跨平台图形界面程序设计基础.第2版,殷立峰主编,清华大学出版社,0
1770,精通Visual C++ .NET 2003窗口程序设计,位元文化编著,清华大学出版社,0
1771,C++游戏编程入门教程,(美) Michael Dawson著,人民邮电出版社,0
1772,指针的编程艺术.第2版,蔡明志著,人民邮电出版社,0
1773,C++游戏编程:创建3D游戏:creating 3D games,(美) 桑贾伊·马达夫著,人民邮电出版社,0
1774,Visual C++网络编程案例实战,梁伟等编著,清华大学出版社,0
1775,C语言从入门到精通:案例视频版.彩色版,丁亚涛编著,中国水利水电出版社,0
1776,C++程序设计基础,陆勤编著,中国水利水电出版社,0
1777,Visual C++经典游戏程序设计,罗伟坚编著,人民邮电出版社,0
1778,Visual C++课程设计案例精编,严华峰等编著,中国水利水电出版社,0
1779,新标准C++程序设计,郭炜编著,高等教育出版社,0
1780,C++语言程序设计,李强编著,清华大学出版社,0
1781,C++程序设计实验指导与习题解答,主编李兰，刘天印,北京大学出版社,0
1782,C++面向对象程序设计教程,陈懿编著,冶金工业出版社,0
1783,C程序设计教程.第3版,谭浩强著,清华大学出版社,0
1784,C程序设计教程 (第3版) 学习辅导,谭浩强编著,清华大学出版社,0
1785,Visual C++常用数值算法集,何光渝编著,科学出版社,0
1786,C++面向对象程序设计,(美) Walter Savitch著,清华大学出版社,0
1787,C语言程序设计:基础理论与案例,吕凤翥等编著,清华大学出版社,0
1788,C++游戏与图形编程基础.第2版,Tony Gaddis著,清华大学出版社,0
1789,C++游戏开发,(美) David Conger等著,机械工业出版社,0
1790,数据结构:用C语言描述.第3版,耿国华主编,高等教育出版社,0
1791,实用有趣的C语言程序,杜树春编著,清华大学出版社,0
1792,Visual C++教程,金雪云编著,清华大学出版社,0
1793,Visual C++程序设计.第2版,王明福主编,高等教育出版社,0
1794,Visual C++ 6.0编程与实战,吴金平等编著,中国水利水电出版社,0
1795,C语言习题与解析,李春葆编著,清华大学出版社,0
1796,二级C语言上机考试试题与题解,周启海主编,清华大学出版社,0
1797,C++全方位学习:零起点范例教学,范磊编著,科学出版社,0
1798,嵌入式系统高级C语言编程,凌明编著,北京航空航天大学出版社,0
1799,C++程序设计解析,朱金付主编,清华大学出版社,0
1800,精通Visual C++实效编程280例,曲扬编著,人民邮电出版社,0
1801,C++程序设计语言:第4部分：标准库,(美) 本贾尼·斯特劳斯特鲁普著,机械工业出版社,0
1802,C++程序设计语言.第1-3部分,(美) 本贾尼·斯特劳斯特鲁普著,机械工业出版社,0
1803,C陷阱与缺陷,(美) 安德鲁·凯尼格著,人民邮电出版社,0
1804,零基础C++学习笔记,明日科技编著,电子工业出版社,0
1805,C++程序设计教程.第2版,黑马程序员编著,人民邮电出版社,0
1806,嵌入式C语言自我修养:从芯片、编译器到操作系统,王利涛编著,电子工业出版社,0
1807,C/C++常用算法手册.第4版,陈黎娟编著,中国铁道出版社有限公司,0
1808,面向算法设计的数据结构:C++语言版,谢勰编著,清华大学出版社,0
1809,新手学Visual C++ 30例,古槿编著,人民邮电出版社,0
1810,数据结构:C++版,吴灿铭编著,清华大学出版社,0
1811,C++程序设计习题与实验指导,宋岚 ... [等] 编著,北京邮电大学出版社,0
1812,C/C++数据结构与算法速学速用大辞典,陈锐 ... [等] 编著,中国铁道出版社,0
1813,Effective C++:中文版,(美) Scott Meyers著,电子工业出版社,0
1814,啊哈C语言！:逻辑的挑战.第2版,啊哈磊著,电子工业出版社,0
1815,C程序设计习题集与课程设计指导.第2版,吉顺如主编,电子工业出版社,0
1816,C与C++程序设计,主编戴波,北京大学出版社,0
1817,C#语言与数据库技术基础教程,李春葆 ... [等] 编著,清华大学出版社,0
1818,精通MFC程序设计,姚领田编著,人民邮电出版社,0
1819,Visual C++ 6.0程序设计从入门到精通,王正军编著,人民邮电出版社,0
1820,二级C++语言程序设计教程,高婷主编,中国水利水电出版社,0
1821,C程序设计(第四版)学习辅导,谭浩强编著,清华大学出版社,0
1822,C程序设计.第4版,谭浩强著,清华大学出版社,0
1823,Effective Modern C++:中文版,Scott Meyers著,中国电力出版社,0
1824,零起点学通C++:多媒体范例教学,范磊编著,科学出版社,0
1825,C++程序设计经典300例,侯晓琴编著,电子工业出版社,0
1826,C语言程序设计:现代方法:a modern approach.第2版,(美) K. N. 金著,人民邮电出版社,0
1827,C语言程序设计:现代方法:a modern approach,(美) K. N. King著,人民邮电出版社,0
1828,C++面向对象程序设计实践教程,李长荣主编,清华大学出版社,0
1829,21天学通C#.第2版,秦婧等编著,电子工业出版社,0
1830,C++入门经典,(美) Walter Savitch著,清华大学出版社,0
1831,数据结构:C语言版.第3版,殷人昆编著,清华大学出版社,0
1832,C Primer Plus (第6版) 中文版习题解答,(美)史蒂芬·普拉达(Stephen Prata)著,人民邮电出版社,0
1833,C++面向对象程序设计题解与上机指导.第2版,谭浩强编著,清华大学出版社,0
1834,C++面向对象程序设计.第3版,谭浩强编著,清华大学出版社,0
1835,高级语言程序设计:从C到C++.第2版,主编王兆晖,西安电子科技大学出版社,0
1836,Visual C++ MFC棋牌类游戏编程实例,葛垚主编,人民邮电出版社,0
1837,C++语言习题与解析,李春葆编著,清华大学出版社,0
1838,C和C++基础教程与题解,(美) Timothy S. Ramteke著,清华大学出版社,0
1839,Visual C++程序设计习题、实验与编程实践,刘维富 ... [等] 编著,华东理工大学出版社,0
1840,面向算法设计的数据结构:C++语言版.第2版,谢勰编著,清华大学出版社,0
1841,C++从入门到精通.第5版,明日科技编著,清华大学出版社,0
1842,从零开始学C++,明日科技编著,化学工业出版社,0
1843,C程序设计(二级)辅导,周海燕 ... [等] 编著,清华大学出版社,0
1844,VC++就业培训宝典之MFC视频教程,吕鑫编,机械工业出版社,0
1845,C++程序设计简明教程实验指导与习题解答,王晓东主编,中国水利水电出版社,0
1846,基于Visual C++的MFC编程,仇谷峰主编,清华大学出版社,0
1847,C++程序设计教程:通用版.第3版,钱能著,清华大学出版社,0
1848,C++程序设计教程:竞技版:微课视频版.第3版,钱能著,清华大学出版社,0
1849,C++程序设计从入门到精通,雍俊海编著,清华大学出版社,0
1850,C/C++程序设计:计算思维的运用与训练,主编齐苏敏,北京理工大学出版社,0
1851,C++面向对象程序设计基础入门与实战:微课版,文杰书院编著,清华大学出版社,0
1852,C++程序设计实验与实训指导.第2版,罗烨，李秉璋主编,大连理工大学出版社,0
1853,通俗易懂C++,鲍钰编著,华东师范大学出版社,0
1854,新编C语言程序设计教程.第3版,主编林碧英,中国电力出版社,0
1855,C++程序设计基础教程,孙涛主编,清华大学出版社,0
1856,C++语言程序设计上机实验及学习指导.第2版,王珊珊 ... [等] 编著,南京大学出版社,0
1857,C/C++与数据结构.第5版,王立柱主编,清华大学出版社,0
1858,Easy C++,(日) 高桥麻奈著,中国水利水电出版社,0
1859,明解C++,(日) 柴田望洋著,人民邮电出版社,0
1860,Visual C++游戏开发经典案例详解,王浩等编著,清华大学出版社,0
1861,程序设计基础:C语言.第3版,高克宁 ... [等] 编著,清华大学出版社,0
1862,MFC Windows应用程序设计.第3版,任哲等编著,清华大学出版社,0
1863,C#从入门到精通.第7版,明日科技编著,清华大学出版社,0
1864,C++开发实战,软件开发技术联盟编著,清华大学出版社,0
1865,C++程序设计案例教程,杨平编著,科学出版社,0
1866,Visual C++/CLI从入门到精通,Julian Templeman著,清华大学出版社,0
1867,C++从零开始学:视频教学版.第2版,王英英编著,清华大学出版社,0
1868,Visual C#从入门到精通,John Sharp著,清华大学出版社,0
1869,C++项目开发全程实录.第2版,明日科技编著,清华大学出版社,0
1870,C++服务器开发精髓,张远龙著,电子工业出版社,0
1871,Visual C# 2019程序设计从零开始学,李馨编著,清华大学出版社,0
1872,C陷阱与缺陷.第2版,(美) Andrew Koenig著,人民邮电出版社,0
1873,SGI STL源码剖析:向专家学习型别技术、内存管理、算法、数据结构、STL各类组件之高阶实现技巧,侯捷,华中科技大学出版社,0
1874,C++程序设计,朱金付主编,清华大学出版社,0
1875,C++并发编程实战.第2版,(英) 安东尼·威廉姆斯著,人民邮电出版社,0
1876,现代C++编程:从入门到实践:a fast-paced introduction,(美) 乔什·洛斯皮诺索著,机械工业出版社,0
1877,C++ Core Guidelines解析,(德) 赖纳·格林著,清华大学出版社,0
1878,C/C++与数据结构,王立柱编著,清华大学出版社,0
1879,看漫画学C++:有趣、有料、好玩、好用:全彩入门版,关东升著,电子工业出版社,0
1880,C++程序开发实用教程.第2版,聂世方编著,清华大学出版社,0
1881,Visual C++实用教程.第6版,郑阿奇主编,电子工业出版社,0
1882,C++面向对象程序设计.第2版,谭浩强编著,清华大学出版社,0
1883,C/C++语言程序设计案例教程,罗建军主编,清华大学出版社,0
1884,易学C++.第2版,潘嘉杰主编,人民邮电出版社,0
1885,C++程序设计实践指导,谭浩强主编,清华大学出版社,0
1886,C程序设计教程学习辅导,谭浩强编著,清华大学出版社,0
1887,C语言课程设计案例精编.第2版,吴启武 ... [等] 编著,清华大学出版社,0
1888,嵌入式C语言实战教程,李令伟 ... [等] 编著,电子工业出版社,0
1889,C程序设计教程,谭浩强著,清华大学出版社,0
1890,我的第一本C++书,陈良乔著,华中科技大学出版社,0
1891,C++语言程序设计.第4版,吕凤翥编著,电子工业出版社,0
1892,从零开始学C++程序设计,吴惠茹等编著,机械工业出版社,0
1893,Visual C++编程与项目开发,李英编著,华东理工大学出版社,0
1894,C++标准库:a tutorial and reference,(美) Nicolai M. Josuttis著,电子工业出版社,0
1895,C++11/14高级编程:Boost程序库探秘.第3版,罗剑锋著,清华大学出版社,0
1896,Boost程序库完全开发指南:深入C++“准”标准库.第5版,罗剑锋著,电子工业出版社,0
1897,C++语言的设计与演化,(美) Bjarne Stroustrup编著,科学出版社,0
1898,C#入门经典,(美) Karli Watson ... [等] 著,清华大学出版社,0
1899,C语言入门经典,(美) Ivor Horton著,清华大学出版社,0
1900,Visual C/C++图形图像与游戏编程典型实例解析,《电脑编程技巧与维护》杂志社编著,中国水利水电出版社,0
1901,C语言程序设计,杨开城编著,北京师范大学出版社,0
1902,21天学通C语言.第5版,刘蕾编著,电子工业出版社,0
1903,C嵌入式编程设计模式:an embedded software engineering toolkit,(美) Bruce Powel Douglass著,机械工业出版社,0
1904,C程序设计,雍俊海编著,清华大学出版社,0
1905,FORTRAN完全自学手册,陈科等编著,机械工业出版社,0
1906,Fortran 95/2003程序设计,(美) Stephen J.Chapman著,中国电力出版社,0
1907,HTML+CSS+JavaScript网页制作从入门到精通.第4版,宋丽娜 ... [等] 著,人民邮电出版社,0
1908,Web前端开发精品课:HTML与CSS进阶教程,莫振杰编著,人民邮电出版社,0
1909,Web前端开发精品课:HTML与CSS基础教程,莫振杰编著,人民邮电出版社,0
1910,从0到1:HTML+CSS+JavaScript快速上手:微视频版,莫振杰著,人民邮电出版社,0
1911,HTML5与CSS网页设计基础,(美) 特丽·费尔克-莫里斯著,清华大学出版社,0
1912,HTML5网页设计经典,(美) 特丽·安·费尔克-莫里斯著,清华大学出版社,0
1913,HTML CSS JavaScript网页制作全能一本通,刘贵国编著,清华大学出版社,0
1914,HTML+CSS网页设计与布局课堂实录,张忠琼编著,清华大学出版社,0
1915,疯狂HTML 5+CSS 3+JavaScript讲义.第2版,李刚编著,电子工业出版社,0
1916,Java基础入门,传智播客高教产品研发部编著,清华大学出版社,0
1917,疯狂Java讲义精粹,李刚编著,电子工业出版社,0
1918,疯狂Java:突破程序员基本功的16课,李刚编著,人民邮电出版社,0
1919,Java核心技术,编著周忠宝 ... [等],湖南大学出版社,0
1920,Java语言GUI程序设计,赵满来编著,清华大学出版社,0
1921,JavaScript高效程序设计:写给Web编程初学者的入门指导书！,(美) 基鲁帕·金纳坦比著,中国青年出版社,0
1922,Clojure Web开发实战,(美) Dmitri Sotnikov著,人民邮电出版社,0
1923,Clojure高级编程,(美) Jeremy Anderson ... [等] 著,清华大学出版社,0
1924,Node.js开发实战详解,黄丹华等编著,清华大学出版社,0
1925,Spring MVC+MyBatis开发从入门到项目实践:超值版,聚慕课教育研发中心编著,清华大学出版社,0
1926,Spring Boot 2+Thymeleaf企业应用实战,杨恩雄编著,电子工业出版社,0
1927,Spring Boot开发实战:微课视频版,吴胜编著,清华大学出版社,0
1928,Spring Boot从入门到实战:微课视频版,陈恒主编,清华大学出版社,0
1929,Java项目开发全程实录.第4版,明日科技编著,清华大学出版社,0
1930,Spring Boot应用开发实战,饶仕琪著,清华大学出版社,0
1931,图解Java多线程设计模式,(日) 结城浩著,人民邮电出版社,0
1932,RabbitMQ实战指南,朱忠华著,电子工业出版社,0
1933,Java面向对象编程.第2版,孙卫琴编著,电子工业出版社,0
1934,实战Java虚拟机:JVM故障诊断与性能优化.第2版,葛一鸣著,电子工业出版社,0
1935,Spring揭秘,王福强著,人民邮电出版社,0
1936,Java并发实现原理:JDK源码剖析,余春龙著,电子工业出版社,0
1937,Java高并发编程详解:多线程与架构设计:multithreading and architecture,汪文君编著,机械工业出版社,0
1938,Java函数式编程,(法) Pierre-Yves Saumont著,电子工业出版社,0
1939,Spring高级程序设计,(英) Jan Machacek ... [等] 著,人民邮电出版社,0
1940,JavaScript设计模式与开发实践,曾探著,人民邮电出版社,0
1941,Java并发编程深度解析与实战,谭锋著,电子工业出版社,0
1942,JavaScript学习指南,(美) Ethan Brown著,人民邮电出版社,0
1943,重学Java设计模式,付政委 (小傅哥)著,电子工业出版社,0
1944,Tomcat内核设计剖析,汪建著,人民邮电出版社,0
1945,深入浅出Spring Boot 2.x,杨开振著,人民邮电出版社,0
1946,JavaScript权威指南,David Flanagan著,机械工业出版社,0
1947,Spring MVC+MyBatis快速开发与项目实战,黄文毅著,清华大学出版社,0
1948,JavaScript ES6函数式编程入门经典,(印) Anto Aravinth著,清华大学出版社,0
1949,JavaScript函数式编程指南,(美) 路易斯·阿泰西奥,人民邮电出版社,0
1950,Java Web实操:基于IntelliJ IDEA、JDBC、Servlet、Ajax、Nexus、Maven,高洪岩编著,电子工业出版社,0
1951,Java网络编程核心技术详解,孙卫琴编著,电子工业出版社,0
1952,Java Web高级编程:涵盖WebSockets、Spring Framework、JPA Hibernate和Spring Security,(美) Nicholas S. Williams著,清华大学出版社,0
1953,Spring Boot企业级应用开发实战,柳伟卫著,北京大学出版社,0
1954,图解Java并发编程,汪建著,人民邮电出版社,0
1955,Java网络编程,Elliotte Rusty Harold著,中国电力出版社,0
1956,Java并发编程实战,(美) Brian goetz ... [等] 著,机械工业出版社,0
1957,Java特种兵,谢宇编著,电子工业出版社,0
1958,Web轻量级框架Spring+Spring MVC+MyBatis整合开发实战.第2版,黄文毅编著,清华大学出版社,0
1959,Java多线程与Socket:实战微服务框架,庞永华著,电子工业出版社,0
1960,Spring源码深度解析.第2版,郝佳编著,人民邮电出版社,0
1961,Spring 5设计模式,(英) Dinesh Rajput著,中国水利水电出版社,0
1962,Spring MVC+MyBatis开发从入门到项目实战,朱要光编著,电子工业出版社,0
1963,Spring Boot+Vue全栈开发实战,王松著,清华大学出版社,0
1964,Java EE互联网轻量级框架整合开发:SSM框架 (Spring MVC+Spring+MyBatis) 和Redis实现,杨开振 ... [等] 著,电子工业出版社,0
1965,Java设计模式,刘伟编著,清华大学出版社,0
1966,Spring MVC学习指南,(美) Paul Deck著,人民邮电出版社,0
1967,Spring实战,(美) 克雷格·沃斯著,人民邮电出版社,0
1968,图解设计模式,(日) 结城浩著,人民邮电出版社,0
1969,Spring Boot微服务实战:使用RabbitMQ、Eureka、Ribbon、Zuul和Cucumber开发RESTful服务,(美) 莫伊塞斯·马塞罗著,清华大学出版社,0
1970,一步一步学Spring Boot 2:微服务项目实战,黄文毅著,清华大学出版社,0
1971,Tomcat架构解析,刘光瑞著,人民邮电出版社,0
1972,深入理解Java虚拟机:JVM高级特性与最佳实践:advanced features and best practices.第2版,周志明著,机械工业出版社,0
1973,实战Java高并发程序设计.第2版,葛一鸣著,电子工业出版社,0
1974,jQuery与JavaScript入门经典,(美) Brad Dayley著,人民邮电出版社,0
1975,设计模式就该这样学:基于经典框架源码和真实业务场景,谭勇德著,电子工业出版社,0
1976,Spring与Spring Boot实战,丁振凡编著,中国水利水电出版社,0
1977,Java JDK 9学习笔记,林信良编著,清华大学出版社,0
1978,Spring技术内幕:深入解析Spring架构与设计原理,计文柯著,机械工业出版社,0
1979,深入分析Java Web技术内幕,许令波著,电子工业出版社,0
1980,Java JDK 8学习笔记,林信良著,清华大学出版社,0
1981,虚拟机设计与实现:以JVM为例,李晓峰著,人民邮电出版社,0
1982,Java编程的逻辑,马俊昌著,机械工业出版社,0
1983,Spring Boot+Spring Cloud+Vue+Element项目实战:手把手教你开发权限管理系统,徐丽健著,清华大学出版社,0
1984,了不起的Node.js:将JavaScript进行到底:JavaScript everywhere,Guillermo Rauch著,电子工业出版社,0
1985,Java程序员面试指南,张昆等编著,电子工业出版社,0
1986,Java工程师修炼之道,杭建著,电子工业出版社,0
1987,MyBatis从入门到精通,刘增辉著,电子工业出版社,0
1988,Java机器学习,(斯洛文尼亚) Bostjan Kaluza著,人民邮电出版社,0
1989,好好学Java:从零基础到项目实战,欧阳燊著,清华大学出版社,0
1990,jQuery从入门到精通,明日科技编著,清华大学出版社,0
1991,Java EE应用开发案例教程,卢守东编著,清华大学出版社,0
1992,图解数据结构:使用Java,胡昭民编著,清华大学出版社,0
1993,Java基础案例教程,黑马程序员编著,人民邮电出版社,0
1994,Node与Express开发,(美) 伊桑·布朗著,人民邮电出版社,0
1995,Vue+Spring Boot前后端分离开发实战,贾志杰编著,清华大学出版社,0
1996,Java开发实战,软件开发技术联盟编著,清华大学出版社,0
1997,Java语言程序设计.基础篇,(美) Y. Daniel Liang著,机械工业出版社,0
1998,新手学JavaFX,(美) J. F. DiMarzio著,清华大学出版社,0
1999,Three.js开发指南:基于WebGL和HTML5在网页上渲染3D图形和动画:programming 3D animations and visualiza...,(美) 乔斯·德克森著,机械工业出版社,0
2000,jQuery开发技术详解,季国飞编著,电子工业出版社,0
2001,JavaEE开发的颠覆者:Spring Boot实战,汪云飞编著,电子工业出版社,0
2002,21天学通Java,(美) 罗格斯·卡登海德著,人民邮电出版社,0
2003,Java入门经典,(美) Rogers Cadenhead著,人民邮电出版社,0
2004,Java图像编程实例库,(美) Oswald Campesato著,电子工业出版社,0
2005,Java Swing,Marc Loy ... [等] 著,清华大学出版社,0
2006,Java从入门到精通,张玉宏编著,人民邮电出版社,0
2007,Java从入门到精通.第5版,明日科技编著,清华大学出版社,0
2008,Java 7程序设计,(加) Budi Kurniawan著,机械工业出版社,0
2009,Java从入门到精通:微视频精编版,明日科技编著,清华大学出版社,0
2010,JavaScript百炼成仙,杨逸飞编著,清华大学出版社,0
2011,Java 8编程入门官方教程,(美) Herbert Schildt著,清华大学出版社,0
2012,疯狂Java讲义.第5版,李刚编著,电子工业出版社,0
2013,深入理解Java虚拟机:JVM高级特性与最佳实践:advanced features and best practices.第3版,周志明著,机械工业出版社,0
2014,深入理解JVM&G1 GC,周明耀著,电子工业出版社,0
2015,Java微服务架构实战:SpringBoot+SpringCloud+Docker+RabbitMQ,李兴华编著,清华大学出版社,0
2016,Java微服务实战,赵计刚著,电子工业出版社,0
2017,Servlet/JSP深入详解:基于Tomcat的Web开发:畅销书升级版,孙鑫编著,电子工业出版社,0
2018,深入理解Spring MVC源代码:从原理分析到实战应用,王耀编著,中国水利水电出版社,0
2019,Java多线程编程核心技术.第2版,高洪岩著,机械工业出版社,0
2020,MyBatis 3源码深度解析,江荣波著,清华大学出版社,0
2021,Effective Java.中文版,(美) 约书亚·布洛克著,机械工业出版社,0
2022,深入浅出:Java虚拟机设计与实现,华保健著,机械工业出版社,0
2023,Tomcat与Java Web开发技术详解.第3版,孙卫琴编,电子工业出版社,0
2024,分布式消息中间件实践,倪炜著,电子工业出版社,0
2025,Spring Cloud Alibaba微服务原理与实战,谭锋著,电子工业出版社,0
2026,Java程序设计基础与实践,赵凤芝 ... [等] 编著,清华大学出版社,0
2027,Java高手真经:Java核心编程技术 (Java基础+核心库+图形+网络+高级特性).编程基础卷,刘中兵Java研究室编著,电子工业出版社,0
2028,Java程序设计基础.第7版,陈国君主编,清华大学出版社,0
2029,Java网络编程实战,李建英编著,机械工业出版社,0
2030,Java程序设计基础.第5版,陈国君主编,清华大学出版社,0
2031,D3.js数据可视化实战手册,(加) Nick Qi Zhu著,人民邮电出版社,0
2032,零基础学Java程序设计,祝明慧编著,电子工业出版社,0
2033,Java开发实战经典.第2版,李兴华编著,清华大学出版社,0
2034,Java程序员面试笔试通关宝典,聚慕课教育研发中心编著,清华大学出版社,0
2035,Java从入门到精通,孔祥月编著,中国商业出版社,0
2036,深入理解Java高并发编程,黄俊著,清华大学出版社,0
2037,Beginning Java Objects中文版:从概念到代码,(美) Jacquie Barker著,人民邮电出版社,0
2038,实战Java高并发程序设计.第3版,葛一鸣著,电子工业出版社,0
2039,TypeScript+React Web应用开发实战,王金柱编著,电子工业出版社,0
2040,TypeScript全栈开发,赵卓著,人民邮电出版社,0
2041,Kotlin核心编程,水滴技术团队著,机械工业出版社,0
2042,Java语言程序设计.第4版,郎波编著,清华大学出版社,0
2043,Java编程思想,(美)Bruce Eckel著,机械工业出版社,0
2044,薛小小学Java,(德) 菲利普·阿克曼著,人民邮电出版社,0
2045,疯狂Java讲义.第4版,李刚编著,电子工业出版社,0
2046,Java程序设计概念:对象先行:early objects,(美) 凯·霍斯特曼著,机械工业出版社,0
2047,明解Java,(日) 柴田望洋著,人民邮电出版社,0
2048,Spring Boot 2企业应用实战,疯狂软件编著,电子工业出版社,0
2049,轻量级Java EE企业应用实战:Struts 2+Spring 4+Hibernate整合开发.第5版,李刚编著,电子工业出版社,0
2050,Java编程思想,(美) Bruce Eckel著,机械工业出版社,0
2051,轻量级Java Web企业应用实战:Spring MVC+Spring+MyBatis整合开发,李刚编著,电子工业出版社,0
2052,Spring Boot 2实战之旅,杨洋著,清华大学出版社,0
2053,Java语言程序设计,王全新主编,北京邮电大学出版社,0
2054,精通Spring:Java Web开发与Spring Boot高级功能,(印) 兰加·拉奥·卡拉南著,人民邮电出版社,0
2055,Three.js开发指南:WebGL的JavaScript 3D库:the JavaScript 3D library for WebGL,(美) 乔斯·德克森著,机械工业出版社,0
2056,Three.js开发指南,(美) Jos Dirksen著,机械工业出版社,0
2057,Julia编程基础,郝林著,人民邮电出版社,0
2058,Julia高性能科学计算,(韩) 权昌贤著,电子工业出版社,0
2059,MATLAB高效编程技巧与应用:25个案例分析,吴鹏编著,北京航空航天大学出版社,0
2060,MATLAB科学计算,温正编著,清华大学出版社,0
2061,MATLAB基础及其应用教程.第2版,尚涛编著,电子工业出版社,0
2062,MATLAB编程和工程应用,(美) 威廉·帕尔姆著,清华大学出版社,0
2063,Simulink仿真及代码生成技术入门到精通,孙忠潇编著,北京航空航天大学出版社,0
2064,MATLAB语言编程,马寨璞编著,电子工业出版社,0
2065,MATLAB函数速查手册,邓薇编著,人民邮电出版社,0
2066,MATLAB程序设计教程.第3版,主编刘卫国,中国水利水电出版社,0
2067,精通Matlab与C/C++混合程序设计-第2版,刘维编著,北京航空航天大学出版社,0
2068,MATLAB从入门到精通.第3版,周建兴 ... 等编著,人民邮电出版社,0
2069,MATLAB基础与编程入门.第3版,张威编,西安电子科技大学出版社,0
2070,MATLAB程序设计教程,刘卫国主编,中国水利水电出版社,0
2071,MATLAB函数速查手册.第2版,邓薇编著,人民邮电出版社,0
2072,MATLAB程序设计与典型应用,张德丰编著,电子工业出版社,0
2073,MATLAB实用教程,(美) Holly Moore著,电子工业出版社,0
2074,精通MATLAB R2014a,丁伟编著,清华大学出版社,0
2075,MATLAB函数速查手册,李玉莉等编著,化学工业出版社,0
2076,MATLAB从基础到精通,王薇编著,电子工业出版社,0
2077,MATLAB从入门到精通.第2版,周建兴 ... 等编著,人民邮电出版社,0
2078,MATLAB计算方法,王小玉主编,清华大学出版社,0
2079,MATLAB通信系统建模与仿真.第2版,邓奋发编著,清华大学出版社,0
2080,MATLAB 7.0程序设计快速入门,岂兴明 ... [等] 编著,人民邮电出版社,0
2081,MATLAB函数及应用,张德丰编著,清华大学出版社,0
2082,MATLAB N个实用技巧:MATLAB中文论坛精华总结,刘焕进 ... [等] 编著,北京航空航天大学出版社,0
2083,MATLAB完全自学手册,张志美等编著,电子工业出版社,0
2084,MATLAB函数全能速查宝典,邓薇编著,人民邮电出版社,0
2085,MATLAB科学计算.第2版,温正编著,清华大学出版社,0
2086,MATLAB基础及应用.第3版,主编张学敏,中国电力出版社,0
2087,MATLAB之父:编程实践.第2版,(美) Cleve Moler著,北京航空航天大学出版社,0
2088,中文版MATLAB 2020从入门到精通,天工在线编著,中国水利水电出版社,0
2089,MATLAB程序设计与实战:微课视频版,汤全武主编,清华大学出版社,0
2090,MATLAB智能算法.第2版,温正编著,清华大学出版社,0
2091,MATLAB程序设计导论,(美) 尤金尼·E. 米哈伊洛夫著,机械工业出版社,0
2092,MATLAB程序设计基础及应用,赵淑红编著,西安电子科技大学出版社,0
2093,MATLAB应用全解,付文利编著,清华大学出版社,0
2094,Simulink仿真及代码生成技术入门到精通.第2版,孙忠潇编著,北京航空航天大学出版社,0
2095,MATLAB从零到进阶,谢中华 ... [等] 编著,北京航空航天大学出版社,0
2096,MATLAB基础与实例教程,闻新 ... [等] 编著,国防工业出版社,0
2097,MATLAB编程与工程应用.第2版,(美) Stormy Attaway著,电子工业出版社,0
2098,精通MATLAB 6.5版,张志涌等编著,北京航空航天大学出版,0
2099,MATLAB与科学计算教程,王沫然编著,电子工业出版社,0
2100,精通MATLAB科学计算,温正编著,清华大学出版社,0
2101,了不起的Markdown,毕小朋著,电子工业出版社,0
